,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.25043487548828,110737200.0,2.0,2.9926698540800203,92.02480993042067,79.5965333007805,62.80712260469901,107.50340311480909,29.730531783249663,83.32303670247396,77.15204474131266,28.6200008392334,53.06814406062584
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,230.55335998535156,6575800.0,2.0,3.4910203911005624,223.10691731761045,192.20908915211612,61.2796304366009,270.44982862455635,46.80613855018442,206.26930592854816,207.29941380818684,28.6200008392334,53.06814406062584
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,90.43218231201172,3301000.0,2.0,-0.3821742535832584,108.44035730688597,86.18287114770388,48.504808924543326,-66.29166926088104,3.142447593063423,95.4977917989095,89.06632385253906,28.6200008392334,53.06814406062584
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477566666,220.72113910563385,160.93286327473723,50.925771078353904,24.220608346258853,15.932919876883025,176.4723347981771,155.6141675313314,28.6200008392334,53.06814406062584
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,117.2356948852539,2807800.0,2.0,1.2365972649650985,126.92599011776795,110.14382189395079,52.8654220490968,35.74660577024766,14.45740437284711,116.03196741739909,110.42906087239584,28.6200008392334,53.06814406062584
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,4754600.0,2.0,4.192261923312401,195.07168718044136,169.0393128805938,58.104314301452995,139.95268558042542,29.22574697896621,180.1913335164388,170.94849955240886,28.6200008392334,53.06814406062584
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,41.68383026123047,17129500.0,2.0,0.2611366220325593,43.826962470105116,39.60767231077867,53.16053664635687,19.30109201185515,13.380576374222528,41.66784489949544,39.97234656016032,28.6200008392334,53.06814406062584
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,75.90653991699219,6379400.0,2.0,-0.9946422706770477,88.67626907279968,71.71593826362609,47.829176158756994,-92.38745156472174,9.086242134949154,80.31262435913087,77.8540833791097,28.6200008392334,53.06814406062584
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,113.01000213623047,11930900.0,2.0,-0.9699612124205572,127.25114297567414,106.44485693277313,49.23569227663233,-76.95780232579062,1.5594677137092319,117.63199971516927,111.37916641235351,28.6200008392334,53.06814406062584
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,182.7562713623047,2620100.0,2.0,0.5730887380964589,205.89977594457648,173.34100164331417,50.96275320875946,-35.6919961930885,3.6210869345612844,186.61410624186198,175.49322077433268,28.6200008392334,53.06814406062584
0,2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,229.76536560058594,3677300.0,2.0,2.20208588469049,239.31740022961418,220.72631467517095,55.50967700525684,20.60697359971866,8.25430555613611,228.72728881835937,214.3110028584798,28.6200008392334,53.06814406062584
0,2020-07-01,HON,145.22000122070312,146.47999572753906,142.97000122070312,135.2154998779297,2609500.0,2.0,-0.30859500644629634,151.97221873970418,125.64693104056929,49.992547093363385,-33.50003390910171,2.7678061866028956,137.81859842936197,131.9776877085368,28.6200008392334,53.06814406062584
0,2020-07-01,IBM,114.98088073730469,115.8986587524414,113.16443634033203,96.36911010742188,4869967.0,2.0,-1.0291983684617492,109.32581442664383,91.3242046468425,47.48970821055077,-74.31063930187415,5.476160686110965,100.36565806070963,98.9392546335856,28.6200008392334,53.06814406062584
0,2020-07-01,INTC,59.90999984741211,60.029998779296875,58.7599983215332,53.30259323120117,14748100.0,2.0,-0.5228139951644408,58.43240253729868,51.20272319512319,48.71405699313202,-79.06862307648935,8.423667414942777,55.3905283610026,54.39128068288167,28.6200008392334,53.06814406062584
0,2020-07-01,JNJ,140.69000244140625,141.38999938964844,140.05999755859375,128.77328491210938,6174800.0,2.0,-1.528971087794929,136.53209089961834,125.6514959839266,46.81581032756436,-95.29440602121161,15.023814560668105,132.22065607706705,133.81645418802898,28.6200008392334,53.06814406062584
